id,signInfo,lon,lat
280,NO STANDING ANYTIME (SINGLE ARROW),-73.98895562,40.77010526
281,NO STANDING 7AM-7PM MON THRU FRI EXCEPT AUTHORIZED VEHICLES,-73.98925602,40.77030433
282,NO STANDING 7AM-7PM MON THRU FRI EXCEPT AUTHORIZED VEHICLES,-73.98911387,40.77024746
283,NO PARKING 8AM-6PM EXCEPT SUNDAY (SINGLE ARROW),-73.98924798,40.7702312
284,"	NO STANDING ANYTIME (SINGLE ARROW)",-73.98979247,40.77051762
285,NO STANDING ANYTIME (SINGLE ARROW),-73.98951083,40.77033074
286,NO PARKING 8AM-6PM EXCEPT SUNDAY,-73.99086535,40.77092185
287,NO STANDING ANYTIME EXCEPT VEHICLES WITH N Y P LICENSE -PLATES W/ SINGLE ARROW,-73.99060786,40.7708731
288,NO PARKING 8AM-6PM EXCEPT SUNDAY,-73.99044961,40.77073497
289,NO STANDING 7AM-7PM MON THRU FRI EXCEPT AUTHORIZED VEHICLES (SINGLE ARROW),-73.99016529,40.77068622
290,NO PARKING 8AM-6PM MON THRU FRI (SINGLE ARROW),-73.99006069,40.77064356
291,NO PARKING 8AM-6PM EXCEPT SUNDAY,-73.99017602,40.77060091
292,NO PARKING 8AM-6PM EXCEPT SUNDAY (SINGLE ARROW),-73.990058,40.77055622
293,NO PARKING 8AM-MIDNIGHT ALL DAYS,-73.99028331,40.77156781
294,NO STANDING ANYTIME,-73.99027258,40.77147843
295,NO PARKING 8AM-MIDNIGHT ALL DAYS,-73.98922384,40.77112701
296,NO PARKING 8AM-6PM EXCEPT SUNDAY,-73.98942232,40.77113717
297,NO PARKING 8AM-6PM EXCEPT SUNDAY,-73.98979515,40.77128342
298,NO PARKING 8AM-MIDNIGHT ALL DAYS,-73.98974687,40.77135249
299,NO PARKING 8AM-MIDNIGHT ALL DAYS,-73.98991853,40.77141749
300,NO PARKING 8AM-6PM EXCEPT SUNDAY,-73.98917019,40.7710417
301,NO PARKING 8AM-6PM EXCEPT SUNDAY (SINGLE ARROW),-73.98871958,40.77082841
302,NO PARKING 8AM-MIDNIGHT ALL DAYS,-73.98882419,40.77096248
303,NO STANDING ANYTIME W/ SINGLE ARROW,-73.98900121,40.77097264
304,NO PARKING 8AM-6PM EXCEPT SUNDAY,-73.98848623,40.77074513
305,NO PARKING 8AM-MIDNIGHT ALL DAYS,-73.98830384,40.770737
306,NO STANDING ANYTIME W/ SINGLE ARROW,-73.98818046,40.77062122
307,"	NO STANDING ANYTIME W/ SINGLE ARROW",-73.98814559,40.77060497
308,"	NO STANDING ANYTIME",-73.98801684,40.77054809
309,NO PARKING 8AM-MIDNIGHT ALL DAYS,-73.98797929,40.77059278
310,"	NO STANDING ANYTIME",-73.98770034,40.77040996
311,"	NO STANDING ANYTIME",-73.98768961,40.77046278
312,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-7PM EXCEPT SUNDAY (SINGLE ARROW),-73.99245858,40.7633487
313,NO PARKING (SANITATION BROOM SYMBOL) 8:30-10AM MON & THURS,-73.99197042,40.76315164
314,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-7PM EXCEPT SUNDAY,-73.99028331,40.76243451
315,NO PARKING (SANITATION BROOM SYMBOL) 8:30-10AM FRI,-73.99039328,40.7624792
316,NO PARKING (SANITATION BROOM SYMBOL) 8:30-10AM MON & THURS,-73.99070442,40.76260719
317,NO PARKING (SANITATION BROOM SYMBOL) 8:30-10AM MON & THURS,-73.99107456,40.76277174
318,NO PARKING (SANITATION BROOM SYMBOL) 8:30-10AM MON & THURS,-73.99149299,40.76294443
319,"	NO STOPPING ANYTIME W/SINGLE ARROW",-73.98978442,40.76226588
320,NO STANDING 7AM-10AM 4PM-7PM MON-SAT 3 HR COMMERCIAL VEHICLES ONLY 10AM-4PM MON-SAT OTHERS NO STANDING 2 HR METERED PARKING 7PM-11PM MON-SAT,-73.98979247,40.76238575
321,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-7PM EXCEPT SUNDAY,-73.98961544,40.76214602
322,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-7PM EXCEPT SUNDAY,-73.98937941,40.76205257
323,NO PARKING ANYTIME,-73.98911387,40.76194693
324,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-7PM EXCEPT SUNDAY,-73.98879468,40.76181691
325,"	STAR AVO NYS INTERSTATE ENVIRONMENTAL COMMISSION",-73.98858011,40.76171736
326,"	TAXI HAILING TAXI STAND",-73.98848087,40.76167673
327,"	NO STANDING HOTEL LOADING ZONE",-73.9882797,40.7615853
328,"	NO STANDING HOTEL LOADING ZONE",-73.98812413,40.76152029
329,STAR AUTHORIZED VEHICLES ONLY FIRE DEPARTMENT,-73.9879337,40.76144106
330,STAR AUTHORIZED VEHICLES ONLY FIRE DEPARTMENT,-73.987526,40.76127244
331,NO STANDING ANYTIME,-73.98730606,40.76118102
332,NO STANDING 4PM-7PM EXCEPT SUNDAY 3 HOUR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-4PM EXCEPT SUNDAY,-73.98689032,40.76112819
333,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-MIDNIGHT EXCEPT SUNDAY,-73.98693055,40.76123384
334,3 HMP COMMERCIAL VEHICLES ONLY MONDAY-FRIDAY 7AM-7PM,-73.98675889,40.76095754
335,3 HMP COMMERCIAL VEHICLES ONLY MONDAY-FRIDAY 7AM-7PM,-73.98653895,40.76086205
336,3 HMP COMMERCIAL VEHICLES ONLY MONDAY-FRIDAY 7AM-7PM,-73.98620099,40.76071781
337,3 HMP COMMERCIAL VEHICLES ONLY MONDAY-FRIDAY 7AM-7PM,-73.98598105,40.76062639
338,NO STANDING ANYTIME,-73.98565918,40.76049433
339,3 HMP COMMERCIAL VEHICLES ONLY MONDAY-FRIDAY 7AM-7PM,-73.98540974,40.76038259
340,3 HMP COMMERCIAL VEHICLES ONLY MONDAY-FRIDAY 7AM-7PM,-73.98523003,40.76030742
341,"	PRESS NYP LICENSE PLATES ONLY",-73.98516297,40.76028101
342,NO PARKING (SANITATION BROOM SYMBOL) W/ (MOON/STARS SYMBOLS) MONDAY WEDNESDAY FRIDAY 3AM-6AM,-73.98479551,40.76012864
343,NO STOPPING ANYTIME,-73.98473382,40.76011441
344,NO STANDING ANYTIME,-73.98457557,40.76004737
345,BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING,-73.98416251,40.75991531
346,3 HR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING M-F 7AM-6PM 6 HR METERED PARKING M-F 6PM-MIDNIGHT SATURDAY 8AM-MIDNIGHT,-73.98407131,40.75988281
347,NO STANDING ANYTIME,-73.98415446,40.75985843
348,N/S M-F 7AM-10AM 4PM-6PM 3 HMP COMMERCIAL VEHICLES ONLY M-F 10AM-4PM 6 HMP M-F 6PM-MIDNIGHT SAT 8AM-MIDNIGHT,-73.98396939,40.76017943
349,3 HR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING M-F 7AM-6PM 6 HR METERED PARKING M-F 6PM-MIDNIGHT SATURDAY 8AM-MIDNIGHT,-73.9838782,40.76015098
350,3 HR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING M-F 7AM-6PM 6 HR METERED PARKING M-F 6PM-MIDNIGHT SATURDAY 8AM-MIDNIGHT,-73.98368508,40.760409
351,BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING,-73.98367167,40.7605695
352,FHV FOR-HIRE VEHICLES ONLY 6PM-MIDNIGHT EXCEPT SUNDAY,-73.98355365,40.76057559
353,"	BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW",-73.98350537,40.7608072
354,3 HMP COMMERCIAL VEHICLES ONLY MONDAY-FRIDAY 7AM-6PM 6 HMP MONDAY-FRIDAY 6PM-MIDNIGHT SATURDAY 8AM-MIDNIGHT,-73.98341686,40.76077266
355,BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING,-73.98321033,40.76121555
356,3 HMP COMMERCIAL VEHICLES ONLY MONDAY-FRIDAY 7AM-6PM 6 HMP MONDAY-FRIDAY 6PM-MIDNIGHT SATURDAY 8AM-MIDNIGHT,-73.98309499,40.76123384
357,3 HMP COMMERCIAL VEHICLES ONLY MONDAY-FRIDAY 7AM-6PM 6 HMP MONDAY-FRIDAY 6PM-MIDNIGHT SATURDAY 8AM-MIDNIGHT,-73.98295015,40.76158937
358,NO STANDING MONDAY-FRIDAY 7AM-10AM 4PM-6PM,-73.98306817,40.76142684
359,TAXI HAILING TAXI STAND,-73.98293138,40.76145528
360,3 HR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING M-F 7AM-6PM 6 HR METERED PARKING M-F 6PM-MIDNIGHT SATURDAY 8AM-MIDNIGHT,-73.9827168,40.76177627
361,"	NO STANDING HOTEL LOADING ZONE",-73.98259073,40.76159546
362,3 HMP COMMERCIAL VEHICLES ONLY MONDAY-FRIDAY 7AM-6PM 6 HMP MONDAY-FRIDAY 6PM-MIDNIGHT SATURDAY 8AM-MIDNIGHT,-73.98223132,40.76145731
363,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MON-FRI 7AM-6PM 6 HMP MON-FRI 6PM-MIDNIGHT SAT 8AM-MIDNIGHT,-73.98221523,40.76151014
364,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MON-FRI 7AM-6PM 6 HMP MON-FRI 6PM-MIDNIGHT SAT 8AM-MIDNIGHT,-73.98193359,40.76137605
365,3 HMP COMMERCIAL VEHICLES ONLY 7AM-6PM EXCEPT SUNDAY,-73.98186386,40.76129275
366,NO STANDING ANYTIME,-73.98174316,40.76124603
367,NO STANDING ANYTIME,-73.98171633,40.76130494
368,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MON-FRI 7AM-6PM 6 HMP MON-FRI 6PM-MIDNIGHT SAT8AM-MIDNIGH T,-73.98076952,40.76088643
369,3 HMP COMMERCIAL VEHICLES ONLY MONDAY-FRIDAY 7AM-6PM 6 HMP MONDAY-FRIDAY 6PM-MIDNIGHT SATURDAY 8AM-MIDNIGHT,-73.98083925,40.76085596
370,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MON-FRI 7AM-6PM 6 HMP MON-FRI 6PM-MIDNIGHT SAT 8AM-MIDNIGHT,-73.98132741,40.76112616
371,3 HMP COMMERCIAL VEHICLES ONLY MONDAY-FRIDAY 7AM-6PM 6 HMP MONDAY-FRIDAY 6PM-MIDNIGHT SATURDAY 8AM-MIDNIGHT,-73.981314,40.76105506
372,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MON-FRI 7AM-6PM 6 HMP MON-FRI 6PM-MIDNIGHT SAT8AM-MIDNIGH T,-73.9814347,40.7611668
373,"	PRESS NYP LICENSE PLATES ONLY",-73.98066759,40.7608458
374,NO STANDING ANYTIME,-73.98065954,40.76077266
375,NO STANDING ANYTIME,-73.98057103,40.76073812
376,"	PRESS NYP LICENSE PLATES ONLY",-73.98043156,40.76074828
377,NO STANDING ANYTIME,-73.9804101,40.76067921
378,"	STAR AUTHORIZED VEHICLES ONLY CONSUL-C DIPLOMAT-A & D LICENSE PLATES D/S DECALS ONLY",-73.98013115,40.76061826
379,BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW,-73.97975296,40.76073203
380,PRESS NYP LICENSE PLATES ONLY,-73.97985756,40.76075438
381,PRESS NYP LICENSE PLATES ONLY,-73.98004532,40.76049433
382,BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING,-73.97995144,40.76047808
383,3 HR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING M-F 7AM-6PM 6 HR METERED PARKING M-F 6PM-MIDNIGHT SATURDAY 8AM-MIDNIGHT,-73.97981733,40.76042322
384,3 HR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING M-F 7AM-6PM 6 HR METERED PARKING M-F 6PM-MIDNIGHT SATURDAY 8AM-MIDNIGHT,-73.97819459,40.75973856
385,3 HR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING M-F 7AM-6PM 6 HR METERED PARKING M-F 6PM-MIDNIGHT SATURDAY 8AM-MIDNIGHT,-73.97815704,40.75978732
386,"	NO STANDING HOTEL LOADING ZONE W/ SINGLE ARROW",-73.97836089,40.75986859
387,3 HR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING M-F 7AM-6PM 6 HR METERED PARKING M-F 6PM-MIDNIGHT SATURDAY 8AM-MIDNIGHT,-73.97849768,40.7599275
388,3 HR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING M-F 7AM-6PM 6 HR METERED PARKING M-F 6PM-MIDNIGHT SATURDAY 8AM-MIDNIGHT,-73.97852987,40.75987671
389,NO STANDING EXCEPT AUTHORIZED VEHICLES 8AM-6PM EXCEPT SUNDAY W/ SINGLE ARROW,-73.97861838,40.75997829
390,3 HR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING M-F 7AM-6PM 6 HR METERED PARKING M-F 6PM-MIDNIGHT SATURDAY 8AM-MIDNIGHT,-73.9788115,40.76006362
391,3 HR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING M-F 7AM-6PM 6 HR METERED PARKING M-F 6PM-MIDNIGHT SATURDAY 8AM-MIDNIGHT,-73.97881687,40.75999658
392,NO STANDING ANYTIME,-73.97951156,40.76036024
393,3 HR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING M-F 7AM-6PM 6 HR METERED PARKING M-F 6PM-MIDNIGHT SATURDAY 8AM-MIDNIGHT,-73.97940159,40.76030742
394,3 HR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING M-F 7AM-6PM 6 HR METERED PARKING M-F 6PM-MIDNIGHT SATURDAY 8AM-MIDNIGHT,-73.97927552,40.76025663
395,3 HR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING M-F 7AM-6PM 6 HR METERED PARKING M-F 6PM-MIDNIGHT SATURDAY 8AM-MIDNIGHT,-73.97915483,40.76020381
396,3 HR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING M-F 7AM-6PM 6 HR METERED PARKING M-F 6PM-MIDNIGHT SATURDAY 8AM-MIDNIGHT,-73.97922993,40.76016724
397,3 HR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING M-F 7AM-6PM 6 HR METERED PARKING M-F 6PM-MIDNIGHT SATURDAY 8AM-MIDNIGHT,-73.97951961,40.7602871
398,3 HR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING M-F 7AM-6PM 6 HR METERED PARKING M-F 6PM-MIDNIGHT SATURDAY 8AM-MIDNIGHT,-73.97784323,40.75964714
399,NO STANDING HOTEL LOADING ZONE W/ SINGLE ARROW,-73.97777081,40.75961869
400,3 HR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING M-F 7AM-6PM 6 HR METERED PARKING M-F 6PM-MIDNIGHT SATURDAY 8AM-MIDNIGHT,-73.97762865,40.75955774
401,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MON-FRI 7AM-6PM 6 HMP MON-FRI 6PM-MIDNIGHT SAT 8AM-MIDNIGHT,-73.97772789,40.75953336
402,NO PARKING ANYTIME,-73.97748649,40.75949679
403,3 HR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING M-F 7AM-6PM 6 HR METERED PARKING M-F 6PM-MIDNIGHT SATURDAY 8AM-MIDNIGHT,-73.97734165,40.75944194
404,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MON-FRI 7AM-6PM 6 HMP MON-FRI 6PM-MIDNIGHT SAT 8AM-MIDNIGHT,-73.97748113,40.75942772
405,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MON-FRI 7AM-6PM 6 HMP MON-FRI 6PM-MIDNIGHT SAT 8AM-MIDNIGHT,-73.97725314,40.75934442
406,"	STAR AUTHORIZED VEHICLES ONLY CONSUL-C DIPLOMAT-A & D LICENSE PLATES D/S DECALS ONLY",-73.97704929,40.75926112
407,"	NO STANDING ANYTIME W/ SINGLE ARROW",-73.97688836,40.75926315
408,"	BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING",-73.97671133,40.75927331
409,NO STANDING ANYTIME (ARROW),-73.97663087,40.75921236
410,"	BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING",-73.97651553,40.75954962
411,NO STANDING ANYTIME (REPLACED BY SP-10B),-73.97641629,40.75951914
412,NO STANDING ANYTIME (REPLACED BY SP-10B),-73.97624999,40.75971621
413,"	BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING",-73.97625268,40.759895
414,NO STANDING ANYTIME (REPLACED BY SP-10B),-73.97614807,40.75989703
415,NO STANDING ANYTIME (REPLACED BY SP-10B),-73.97601128,40.76010222
416,"	BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING",-73.9760837,40.76013879
417,NO STANDING ANYTIME (REPLACED BY SP-10B),-73.97585571,40.76029117
418,NO STANDING ANYTIME,-73.97574574,40.76045776
419,NO STANDING ANYTIME,-73.97566795,40.76057153
420,NO STANDING ANYTIME,-73.97558749,40.76067514
421,"	BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW",-73.97565186,40.76075235
422,NO STANDING ANYTIME,-73.97535414,40.76098598
423,NO STANDING ANYTIME (REPLACED BY SP-10B),-73.97524148,40.76114445
424,BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING,-73.97533268,40.76116883
425,NO STANDING ANYTIME (REPLACED BY SP-10B),-73.97509396,40.76131917
426,BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW,-73.97519857,40.76136183
427,NO STANDING ANYTIME (REPLACED BY SP-10B),-73.9749223,40.76156296
428,"	NO STANDING ANYTIME (ARROW)",-73.97481769,40.76171939
429,BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING,-73.97490084,40.7617905
430,BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING,-73.97473186,40.76199975
431,NO STANDING ANYTIME (REPLACED BY SP-10B),-73.97468626,40.76190223
432,NO STANDING ANYTIME (ARROW),-73.9744395,40.76223135
433,BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING,-73.97441804,40.76242638
434,NO STANDING ANYTIME,-73.97416055,40.76262954
435,"	NO STANDING ANYTIME",-73.97424102,40.76251983
436,NO STANDING ANYTIME (SINGLE ARROW),-73.97419274,40.7627494
437,"	NO STANDING ANYTIME",-73.97395939,40.76289567
438,NO STANDING ANYTIME (REPLACED BY SP-10B),-73.973836,40.76307241
439,"	BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW",-73.973777,40.76329792
440,BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW,-73.97380114,40.76327151
441,NO STANDING ANYTIME (REPLACED BY SP-10B),-73.97365898,40.76331214
442,"	NO STANDING ANYTIME",-73.97338003,40.76370016
443,NO STANDING EXCEPT TRUCKS LOADING & UNLOADING 7AM-7PM MON THRU FRI (ARROW),-73.97318155,40.76396426
444,"	BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING",-73.97327542,40.76399473
445,NO STANDING ANYTIME (REPLACED BY SP-10B),-73.97328079,40.7643665
446,NO STANDING ANYTIME (REPLACED BY SP-10B),-73.97348195,40.76444979
447,NO STANDING 1AM-3AM EXCEPT SUNDAY W/SINGLE ARROW,-73.97606492,40.76556305
448,"	NO STANDING HOTEL LOADING ZONE W/ SINGLE ARROW",-73.97506982,40.76512831
449,"	NO STANDING HOTEL LOADING ZONE W/ SINGLE ARROW",-73.97491425,40.76507346
450,NO STANDING 1AM-3AM EXCEPT SUNDAY,-73.97465408,40.76496782
451,NO STANDING 1AM-3AM EXCEPT SUNDAY W/SINGLE ARROW,-73.97446364,40.76489063
452,"	NO STANDING HOTEL LOADING ZONE",-73.97418469,40.76477077
453,"	NO STANDING HOTEL LOADING ZONE W/ SINGLE ARROW",-73.97401839,40.76470576
454,NO STANDING ANYTIME,-73.97389233,40.76464888
455,NO STANDING 1AM-3AM EXCEPT SUNDAY,-73.97370189,40.76452292
456,HORSE DRAWN CAB HORSE DRAWN CABS ONLY,-73.97415787,40.76482359
457,1 HOUR METERED PARKING 8AM-10PM EXCEPT SUNDAY,-73.97432148,40.76489063
458,"	BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING",-73.97466481,40.76503689
459,NO STANDING 1AM-3AM EXCEPT SUNDAY W/SINGLE ARROW,-73.97535145,40.76525223
460,NO STANDING ANYTIME W/ SINGLE ARROW,-73.97551507,40.76532333
461,NO STANDING 1AM-3AM EXCEPT SUNDAY W/SINGLE ARROW,-73.97563308,40.76537209
462,"	HORSE DRAWN CAB HORSE DRAWN CABS ONLY",-73.97550166,40.76540256
463,"	NO STANDING ANYTIME W/ SINGLE ARROW",-73.97480428,40.76501861
464,NO STANDING ANYTIME W/ SINGLE ARROW,-73.97500277,40.76509784
465,"	BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW",-73.97488475,40.76514456
466,NO PARKING MONDAY-FRIDAY 8AM-6PM,-73.97495449,40.765173
467,NO PARKING MONDAY-FRIDAY 8AM-6PM,-73.9752844,40.76530099
468,"	NO STANDING HOTEL LOADING ZONE W/ SINGLE ARROW",-73.97575378,40.76542491
469,NO PARKING ANYTIME,-73.9758718,40.76555492
470,NO STANDING ANYTIME (SINGLE ARROW),-73.97891074,40.7668327
471,"	NO PARKING ANYTIME EXCEPT AUTHORIZED VEHICLES (SINGLE ARROW)",-73.97857815,40.76669863
472,"	NO PARKING ANYTIME EXCEPT AUTHORIZED VEHICLES (W/RIDER)",-73.97881955,40.76679817
473,"	BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW",-73.97645652,40.76571947
474,"	NO STANDING HOTEL LOADING ZONE W/ SINGLE ARROW",-73.97688299,40.7659023
475,"	TAXI HAILING TAXI STAND",-73.97703588,40.76595918
476,"	TAXI HAILING TAXI STAND",-73.97734433,40.76609935
477,3 HOUR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-7PM EXCEPT SUNDAY W/ SINGLE ARROW,-73.97755623,40.76617655
478,"	NO STANDING ANYTIME W/ SINGLE ARROW",-73.97747844,40.76615217
479,"	TAXI HAILING TAXI STAND",-73.97726119,40.76606482
480,3 HOUR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-7PM EXCEPT SUNDAY W/ SINGLE ARROW,-73.97718608,40.76602825
481,"	NO PARKING ANYTIME",-73.97789687,40.76633297
482,3 HOUR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-7PM EXCEPT SUNDAY,-73.97779495,40.76629234
483,3 HOUR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-7PM EXCEPT SUNDAY W/ SINGLE ARROW,-73.9785862,40.76662753
484,"	TAXI HAILING TAXI STAND",-73.9784494,40.76656862
485,"	TAXI HAILING TAXI STAND",-73.97801757,40.76637766
486,"	NO STANDING HOTEL LOADING ZONE W/ SINGLE ARROW",-73.97812754,40.76643048
487,TAXI HAILING TAXI STAND,-73.97892952,40.76677379
488,NO STANDING HOTEL LOADING ZONE W/ SINGLE ARROW,-73.97873104,40.76668644
489,"	NO STANDING ANYTIME",-73.97911727,40.76672301
490,NO STANDING ANYTIME,-73.97919774,40.76687943
491,NO STANDING ANYTIME,-73.97959203,40.76705007
492,NO STANDING ANYTIME,-73.97981733,40.76713539
493,"	NO STANDING ANYTIME EXCEPT VEHICLES WITH N Y P LICENSE -PLATES",-73.98125768,40.76776512
494,NO STANDING ANYTIME EXCEPT VEHICLES WITH N Y P LICENSE -PLATES,-73.98158491,40.7679642
495,NO STANDING ANYTIME EXCEPT VEHICLES WITH N Y P LICENSE -PLATES,-73.98162782,40.76790732
496,"	NO STANDING ANYTIME EXCEPT VEHICLES WITH N Y P LICENSE -PLATES",-73.98152858,40.76772856
497,NO STOPPING ANYTIME,-73.98157418,40.76771637
498,NO STANDING ANYTIME,-73.98115844,40.76770418
499,"	BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING",-73.98094922,40.76762902
500,BUS STOP SIGN (BUS & HANDICAP SYMBOLS) NO STANDING W/ SINGLE ARROW,-73.98074806,40.76754167
501,NO PARKING (SANITATION BROOM SYMBOL) 7:30AM-8AM EXCEPT SUNDAY,-73.98046911,40.76743197
502,NO STANDING ANYTIME,-73.9800936,40.76726337
503,NO PARKING (SANITATION BROOM SYMBOL) 7:30AM-8AM EXCEPT SUNDAY,-73.98015261,40.76728165
504,NO STOPPING ANYTIME,-73.98172438,40.76766355
505,NO STANDING ANYTIME,-73.9818424,40.76764527
506,NO STANDING ANYTIME,-73.98178071,40.76765543
507,NO STOPPING ANYTIME,-73.98218572,40.76760668
508,NO STOPPING ANYTIME,-73.98229569,40.76742791
509,NO STANDING MONDAY-FRIDAY 4PM-7PM,-73.98213744,40.76732431
510,"	NO STANDING ANYTIME HARD HAT TEMPORARY CONSTRUCTION REGULATION",-73.9820087,40.76721258
511,"	NO STANDING /BUS & HANDICAP HARDHAT TEMPORARY CONSTRUCTION REGULATION",-73.98172706,40.76726946
512,NO STANDING ANYTIME,-73.98208916,40.76771231
513,NO STANDING ANYTIME,-73.98263633,40.76753964
514,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-7PM EXCEPT SUNDAY,-73.98267925,40.76748885
515,NO STANDING HOTEL LOADING ZONE,-73.98307621,40.76764324
516,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-7PM EXCEPT SUNDAY,-73.98321301,40.76770012
517,"	NO STANDING ANYTIME",-73.98296088,40.76766559
518,NO STANDING ANYTIME,-73.98325056,40.7677895
519,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-7PM EXCEPT SUNDAY,-73.98361534,40.76787279
520,NO STANDING ANYTIME,-73.98356169,40.76790732
521,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-7PM EXCEPT SUNDAY,-73.98398012,40.76803733
522,NO STANDING ANYTIME,-73.98392648,40.76806374
523,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-7PM EXCEPT SUNDAY,-73.98420811,40.76813281
524,3 HOUR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-7PM EXCEPT SUNDAY W/ SINGLE ARROW,-73.98433149,40.76823031
525,"	NO STANDING HOTEL LOADING ZONE",-73.98461312,40.76829938
526,3 HOUR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-7PM EXCEPT SUNDAY,-73.98456216,40.76832782
527,NO STANDING ANYTIME,-73.98506373,40.76847408
528,3 HOUR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-7PM EXCEPT SUNDAY,-73.98506641,40.76853096
529,3 HOUR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-7PM EXCEPT SUNDAY,-73.9849028,40.76847002
